personID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,award,year_x,playerScore,postPlayerScore,year_y,tmID,lgID,dq,PostDQ,threeAccuracy,postThreeAccuracy,year,won,lost,post_wins,post_losses
choneka01w,C,0.0,0.0,75.0,180.0,North Carolina State,,1981-01-11 00:00:00,0000-00-00,,0.0,-0.6950674848311227,-1.2439164692830764,5.0,WAS,WNBA,0.0,0.0,,,0.0,,,,
choneka01w,C,0.0,0.0,75.0,180.0,North Carolina State,,1981-01-11 00:00:00,0000-00-00,,0.0,-0.9821436608660954,,6.0,WAS,WNBA,0.0,0.0,,,0.0,,,,
choneka01w,C,0.0,0.0,75.0,180.0,North Carolina State,,1981-01-11 00:00:00,0000-00-00,,0.0,-3.057653700453889,,7.0,SEA,WNBA,0.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,0.2113933259930939,,3.0,PHO,WNBA,1.0,0.0,0.0,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,0.1713136883313263,,4.0,PHO,WNBA,4.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,-0.7584666121773976,,5.0,PHO,WNBA,2.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,-0.3643188939548219,,6.0,PHO,WNBA,1.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,-1.099745500699989,,7.0,HOU,WNBA,1.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,-1.537511698903309,,7.0,PHO,WNBA,0.0,0.0,,,0.0,,,,
chriska01w,F,0.0,0.0,74.0,171.0,UC Santa Barbara,,1980-11-16 00:00:00,0000-00-00,,0.0,-0.9222161268471224,,8.0,CHI,WNBA,1.0,0.0,,,0.0,,,,
chriska02w,F,0.0,0.0,72.0,180.0,Duke,,1989-09-11 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,-0.3508937410138961,0.4410034440667354,5.0,NYL,WNBA,0.0,0.0,0.2926829268292683,0.4285714285714285,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,0.2779321561583155,-0.6379748502112447,6.0,NYL,WNBA,1.0,0.0,0.2696629213483146,0.5,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,0.3032578052572421,,7.0,NYL,WNBA,1.0,0.0,0.3333333333333333,,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,0.0551415982519938,0.4664080015185729,8.0,NYL,WNBA,0.0,0.0,0.3277310924369748,0.5,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,0.8628668549789145,0.0638044739178663,9.0,NYL,WNBA,1.0,0.0,0.4057142857142857,0.4444444444444444,0.0,,,,
chrissh01w,F,0.0,0.0,73.0,170.0,Arkansas,,1982-02-15 00:00:00,0000-00-00,,0.0,1.0747022271711322,,10.0,NYL,WNBA,1.0,0.0,0.3823529411764705,,0.0,,,,
cironkr01w,G,0.0,0.0,68.0,150.0,Illinois State,,1987-05-19 00:00:00,0000-00-00,,0.0,1.4157925999871637,,10.0,CON,WNBA,0.0,0.0,0.3333333333333333,,0.0,,,,
clarkal01w,F,0.0,0.0,70.0,167.0,Middle Tennessee State,,1987-07-07 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
clarkma01w,F-C,0.0,0.0,75.0,0.0,Arizona,,1971-01-01 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
clearmi01w,G,0.0,0.0,66.0,126.0,Australian Institute of Sport,,1974-07-16 00:00:00,0000-00-00,,0.0,0.1210836037861231,,1.0,PHO,WNBA,0.0,0.0,0.3333333333333333,,0.0,,,,
clearmi01w,G,0.0,0.0,66.0,126.0,Australian Institute of Sport,,1974-07-16 00:00:00,0000-00-00,,0.0,-0.4453838822579066,,2.0,PHO,WNBA,0.0,0.0,0.0,,0.0,,,,
clinest01w,G,0.0,0.0,65.0,148.0,UC Santa Barbara,,1978-04-22 00:00:00,0000-00-00,,0.0,0.1327395629507614,1.920445319203156,1.0,SAC,WNBA,0.0,0.0,0.2926829268292683,1.0,0.0,,,,
clinest01w,G,0.0,0.0,65.0,148.0,UC Santa Barbara,,1978-04-22 00:00:00,0000-00-00,,0.0,-0.9882424966114404,,2.0,SAC,WNBA,1.0,0.0,0.2,,0.0,,,,
clinest01w,G,0.0,0.0,65.0,148.0,UC Santa Barbara,,1978-04-22 00:00:00,0000-00-00,,0.0,0.1610613180426317,,3.0,DET,WNBA,0.0,0.0,0.4,,0.0,,,,
coggicl01w,G,0.0,0.0,71.0,170.0,Kansas State,,1985-05-19 00:00:00,0000-00-00,,0.0,-1.719488235001996,,8.0,CHI,WNBA,0.0,0.0,0.2,,0.0,,,,
cokermo01w,F,0.0,0.0,73.0,180.0,Old Dominion,,1982-11-28 00:00:00,0000-00-00,,0.0,-0.1179604173069113,,5.0,LAS,WNBA,0.0,0.0,1.0,,0.0,,,,
colemco01w,F,0.0,0.0,72.0,170.0,Ohio State,,1981-04-13 00:00:00,0000-00-00,,0.0,-0.3391706583515093,,4.0,CON,WNBA,0.0,0.0,,,0.0,,,,
colemma01w,G-F,0.0,0.0,73.0,160.0,Maryland,,1987-01-04 00:00:00,0000-00-00,,0.0,-0.0036943733066219,0.4088248078936947,10.0,WAS,WNBA,0.0,0.0,0.3625,0.5,0.0,,,,
colleka01w,G-F,0.0,0.0,70.0,145.0,Maryland,,1971-03-17 00:00:00,0000-00-00,,0.0,-0.5618793866958721,,1.0,MIA,WNBA,0.0,0.0,0.238095238095238,,0.0,,,,
colleka01w,G-F,0.0,0.0,70.0,145.0,Maryland,,1971-03-17 00:00:00,0000-00-00,,0.0,-1.2561187356453685,2.495783826200652,2.0,MIA,WNBA,0.0,0.0,0.0,,0.0,,,,
colsosy01w,G,0.0,0.0,68.0,140.0,Texas A&M,,1989-08-06 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
compame01w,G,0.0,0.0,69.0,143.0,St. Joseph's,,1975-09-18 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
congran01w,F-C,0.0,0.0,74.0,183.0,Mercer,,1970-06-03 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
conklab01w,F,0.0,0.0,75.0,175.0,Tennessee,,1975-02-10 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
consuca01w,G,0.0,0.0,68.0,144.0,Iowa,,1979-03-04 00:00:00,0000-00-00,,0.0,-1.5509363295663532,5.660145614686884,2.0,UTA,WNBA,0.0,0.0,0.0,,0.0,,,,
coopeca01w,C,0.0,0.0,76.0,176.0,Purdue,,1979-02-05 00:00:00,0000-00-00,,0.0,1.7500002199071198,-1.8372343046242443,2.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
coopeca01w,C,0.0,0.0,76.0,176.0,Purdue,,1979-02-05 00:00:00,0000-00-00,,0.0,-0.97378338707652,-0.4096756341367063,3.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
coopecy01w,G,0.0,0.0,70.0,150.0,USC,,1963-04-14 00:00:00,0000-00-00,WNBA Finals Most Valuable Player,1.0,1.2610755788331145,0.6694625786592564,1.0,HOU,WNBA,0.0,0.0,0.3553719008264462,0.34375,0.0,,,,
coopecy01w,G,0.0,0.0,70.0,150.0,USC,,1963-04-14 00:00:00,0000-00-00,WNBA Finals Most Valuable Player,1.0,1.0550104195419887,,4.0,HOU,WNBA,0.0,0.0,0.3888888888888889,,0.0,,,,
coopecy01w,G,0.0,0.0,70.0,150.0,USC,,1963-04-14 00:00:00,0000-00-00,WNBA All-Decade Team,7.0,1.2610755788331145,0.6694625786592564,1.0,HOU,WNBA,0.0,0.0,0.3553719008264462,0.34375,0.0,,,,
coopecy01w,G,0.0,0.0,70.0,150.0,USC,,1963-04-14 00:00:00,0000-00-00,WNBA All-Decade Team,7.0,1.0550104195419887,,4.0,HOU,WNBA,0.0,0.0,0.3888888888888889,,0.0,,,,
crawlsy01w,F-C,0.0,0.0,77.0,187.0,North Carolina,,1972-09-27 00:00:00,0000-00-00,,0.0,0.3176092271615579,,1.0,POR,WNBA,2.0,0.0,0.0,,0.0,,,,
crawlsy01w,F-C,0.0,0.0,77.0,187.0,North Carolina,,1972-09-27 00:00:00,0000-00-00,,0.0,0.3449118425912378,,2.0,POR,WNBA,3.0,0.0,0.0,,0.0,,,,
crawlsy01w,F-C,0.0,0.0,77.0,187.0,North Carolina,,1972-09-27 00:00:00,0000-00-00,,0.0,0.0115002169212044,,3.0,POR,WNBA,0.0,0.0,0.4117647058823529,,0.0,,,,
crawlsy01w,F-C,0.0,0.0,77.0,187.0,North Carolina,,1972-09-27 00:00:00,0000-00-00,,0.0,-0.5407688093354436,,4.0,SAS,WNBA,1.0,0.0,,,0.0,,,,
crockda01w,F,0.0,0.0,73.0,158.0,Baylor,,1981-02-11 00:00:00,0000-00-00,,0.0,-0.0598308891090897,1.3451068122056586,3.0,UTA,WNBA,0.0,0.0,0.0,,0.0,,,,
crockwi01w,F,0.0,0.0,74.0,215.0,Connecticut,,1984-07-05 00:00:00,0000-00-00,,0.0,-0.1568484640455242,,9.0,PHO,WNBA,1.0,0.0,,,0.0,,,,
cronika01w,G,0.0,0.0,72.0,155.0,Colorado State,,1977-09-08 00:00:00,0000-00-00,,0.0,-1.3137678545192413,,7.0,CHI,WNBA,0.0,0.0,0.3076923076923077,,0.0,,,,
crosssh01w,G,0.0,0.0,70.0,155.0,Tennessee,,1983-09-07 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
crumpca01w,G,0.0,0.0,70.0,158.0,Alabama,,1962-10-29 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
cummiki01w,F,0.0,0.0,75.0,188.0,Long Beach State,,1963-08-29 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
cunnibe01w,G,0.0,0.0,72.0,163.0,Notre Dame,,1975-06-05 00:00:00,0000-00-00,,0.0,-0.8170246135560386,0.5152916578823462,1.0,WAS,WNBA,0.0,0.0,0.2432432432432432,0.25,0.0,,,,
cunnida01w,F,0.0,0.0,72.0,187.0,Rutgers,,1980-01-27 00:00:00,0000-00-00,,0.0,-2.476358418475673,,3.0,ORL,WNBA,0.0,0.0,,,0.0,,,,
cunnima01w,F-C,0.0,0.0,76.0,0.0,Vanderbilt,,1973-05-20 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
currimo01w,F,0.0,0.0,72.0,177.0,Duke,,1983-02-25 00:00:00,0000-00-00,,0.0,0.6045065760088711,,7.0,CHA,WNBA,1.0,0.0,0.2909090909090909,,0.0,,,,
currimo01w,F,0.0,0.0,72.0,177.0,Duke,,1983-02-25 00:00:00,0000-00-00,,0.0,0.4129650158816234,,8.0,CHI,WNBA,0.0,0.0,0.1818181818181818,,0.0,,,,
currimo01w,F,0.0,0.0,72.0,177.0,Duke,,1983-02-25 00:00:00,0000-00-00,,0.0,0.8304653256961232,,8.0,WAS,WNBA,1.0,0.0,0.4,,0.0,,,,
currimo01w,F,0.0,0.0,72.0,177.0,Duke,,1983-02-25 00:00:00,0000-00-00,,0.0,0.3382589838929231,,9.0,WAS,WNBA,2.0,0.0,0.375,,0.0,,,,
currimo01w,F,0.0,0.0,72.0,177.0,Duke,,1983-02-25 00:00:00,0000-00-00,,0.0,0.5795939210669477,-0.0193784307411074,10.0,WAS,WNBA,0.0,0.0,0.3846153846153846,0.0,0.0,,,,
curryed01w,G,0.0,0.0,64.0,138.0,Oregon,,1979-07-09 00:00:00,0000-00-00,,0.0,-0.7080865265653541,,4.0,PHO,WNBA,0.0,0.0,0.2272727272727272,,0.0,,,,
curryed01w,G,0.0,0.0,64.0,138.0,Oregon,,1979-07-09 00:00:00,0000-00-00,,0.0,-0.5050986657849443,-2.1338932222948293,6.0,LAS,WNBA,0.0,0.0,0.375,0.0,0.0,,,,
dalesst01w,G-F,0.0,0.0,72.0,155.0,Oklahoma,,1979-09-05 00:00:00,0000-00-00,,0.0,0.2589788835534964,0.578967269724298,3.0,WAS,WNBA,1.0,0.0,0.3944954128440367,0.4444444444444444,0.0,,,,
dalesst01w,G-F,0.0,0.0,72.0,155.0,Oklahoma,,1979-09-05 00:00:00,0000-00-00,,0.0,0.2805422114434562,,4.0,WAS,WNBA,2.0,0.0,0.35625,,0.0,,,,
dalesst01w,G-F,0.0,0.0,72.0,155.0,Oklahoma,,1979-09-05 00:00:00,0000-00-00,,0.0,0.1535938930830581,-0.0486011228486221,5.0,WAS,WNBA,0.0,0.0,0.3361344537815126,0.1111111111111111,0.0,,,,
dalesst01w,G-F,0.0,0.0,72.0,155.0,Oklahoma,,1979-09-05 00:00:00,0000-00-00,,0.0,-0.1783214755362411,,7.0,CHI,WNBA,0.0,0.0,0.3086419753086419,,0.0,,,,
dalesst01w,G-F,0.0,0.0,72.0,155.0,Oklahoma,,1979-09-05 00:00:00,0000-00-00,,0.0,0.0268572881069685,,8.0,CHI,WNBA,0.0,0.0,0.3383084577114428,,0.0,,,,
daleygr01w,G,0.0,0.0,66.0,147.0,Tulane,,1978-06-26 00:00:00,0000-00-00,,0.0,-0.0999991270888171,,1.0,MIN,WNBA,0.0,0.0,0.3035714285714285,,0.0,,,,
daleygr01w,G,0.0,0.0,66.0,147.0,Tulane,,1978-06-26 00:00:00,0000-00-00,,0.0,0.8211711811098422,-5.127451391516179,2.0,NYL,WNBA,0.0,0.0,0.0,,0.0,,,,
daleygr01w,G,0.0,0.0,66.0,147.0,Tulane,,1978-06-26 00:00:00,0000-00-00,,0.0,0.2057694339384087,-0.1959784743947789,3.0,HOU,WNBA,0.0,0.0,0.25,,0.0,,,,
daleygr01w,G,0.0,0.0,66.0,147.0,Tulane,,1978-06-26 00:00:00,0000-00-00,,0.0,-1.5878070588804003,,4.0,PHO,WNBA,0.0,0.0,0.0,,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.2009428578688583,0.5024530083248913,1.0,CLE,WNBA,0.0,0.0,0.3421052631578947,0.3846153846153846,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.0038361214032926,0.1800463355357275,2.0,CLE,WNBA,0.0,0.0,0.3285714285714285,0.3333333333333333,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.3563074525685841,-0.4692890216087359,4.0,CLE,WNBA,2.0,0.0,0.323943661971831,0.125,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.4415782716019976,-1.273337188390903,5.0,MIN,WNBA,0.0,0.0,0.2181818181818181,0.6666666666666666,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.3232406940283615,,6.0,CHA,WNBA,1.0,0.0,0.3125,,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.2909946071506507,,7.0,CHA,WNBA,0.0,0.0,0.3829787234042553,,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.0910081297966435,0.3715484708193989,8.0,SAS,WNBA,0.0,0.0,0.3658536585365853,0.5294117647058824,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.5909572383766734,-0.4460413699563593,9.0,SAS,WNBA,0.0,0.0,0.2,0.2857142857142857,0.0,,,,
darlihe01w,G,0.0,0.0,66.0,164.0,Penn State,,1978-08-29 00:00:00,0000-00-00,,0.0,-0.367397404793959,-0.5332041959332275,10.0,SAS,WNBA,0.0,0.0,0.2954545454545454,,0.0,,,,
davenje01w,C,0.0,0.0,77.0,215.0,Ohio State,,1985-06-24 00:00:00,0000-00-00,,0.0,0.4848997457379617,-1.545969185456762,8.0,NYL,WNBA,0.0,0.0,0.0,,0.0,,,,
davenje01w,C,0.0,0.0,77.0,215.0,Ohio State,,1985-06-24 00:00:00,0000-00-00,,0.0,0.2398758991316265,-0.2255673118975072,9.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
davenje01w,C,0.0,0.0,77.0,215.0,Ohio State,,1985-06-24 00:00:00,0000-00-00,,0.0,0.4397527198459838,1.627545715640793,10.0,IND,WNBA,0.0,0.0,,,0.0,,,,
davisbr01w,G,0.0,0.0,72.0,172.0,Oregon,,1983-01-01 00:00:00,0000-00-00,,0.0,-0.4802495349369181,,7.0,LAS,WNBA,0.0,0.0,0.2121212121212121,,0.0,,,,
daviscl01w,F,0.0,0.0,73.0,165.0,Texas,,1967-06-04 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
davisde01w,G,0.0,0.0,67.0,138.0,Vanderbilt,,1984-11-08 00:00:00,0000-00-00,,0.0,-2.4885962138857405,,8.0,HOU,WNBA,0.0,0.0,0.6666666666666666,,0.0,,,,
davisla01w,G,0.0,0.0,67.0,145.0,Tennessee,,1974-10-08 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
davista01w,F,0.0,0.0,70.0,160.0,Washington,,1972-09-25 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
davista02w,G,0.0,0.0,71.0,0.0,Florida State,,1987-06-07 00:00:00,0000-00-00,,0.0,-1.4881564391127062,,10.0,DET,WNBA,0.0,0.0,0.0,,0.0,,,,
dedenka01w,F,0.0,0.0,76.0,170.0,Washington,,1969-09-23 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.4293125014172848,,1.0,DET,WNBA,0.0,0.0,0.3214285714285714,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.5398272418169288,,4.0,PHO,WNBA,0.0,0.0,0.4121621621621621,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.8685115165739777,,5.0,PHO,WNBA,0.0,0.0,0.3867403314917127,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.3446968810133026,,6.0,PHO,WNBA,0.0,0.0,0.3263888888888889,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.4520690020635347,-0.3067439793691854,7.0,IND,WNBA,0.0,0.0,0.3779527559055118,0.25,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.4524923758538133,0.7339921797730387,8.0,IND,WNBA,0.0,0.0,0.4095238095238095,0.3928571428571428,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,0.3135844154060778,,9.0,MIN,WNBA,0.0,0.0,0.3643410852713178,,0.0,,,,
deforan01w,G,0.0,0.0,70.0,160.0,Nebraska,,1976-04-14 00:00:00,0000-00-00,,0.0,-0.7581936027170526,,10.0,DET,WNBA,0.0,0.0,0.0,,0.0,,,,
derevje01w,G,0.0,0.0,70.0,140.0,George Mason,,1982-03-29 00:00:00,0000-00-00,,0.0,-0.9899033402742352,-0.8124125890349538,5.0,CON,WNBA,0.0,0.0,0.25,,0.0,,,,
derevje01w,G,0.0,0.0,70.0,140.0,George Mason,,1982-03-29 00:00:00,0000-00-00,,0.0,-0.9873357407398308,-0.217779193083273,6.0,CON,WNBA,0.0,0.0,0.1428571428571428,0.0,0.0,,,,
derevje01w,G,0.0,0.0,70.0,140.0,George Mason,,1982-03-29 00:00:00,0000-00-00,,0.0,0.3278000638380843,,7.0,PHO,WNBA,0.0,0.0,0.2666666666666666,,0.0,,,,
derevje01w,G,0.0,0.0,70.0,140.0,George Mason,,1982-03-29 00:00:00,0000-00-00,,0.0,-0.3162651506446231,-0.8124125890349538,8.0,PHO,WNBA,0.0,0.0,0.1,,0.0,,,,
derevje01w,G,0.0,0.0,70.0,140.0,George Mason,,1982-03-29 00:00:00,0000-00-00,,0.0,-0.5296205637955241,,9.0,PHO,WNBA,0.0,0.0,0.125,,0.0,,,,
desouer01w,F-C,0.0,0.0,77.0,190.0,,,1982-03-03 00:00:00,0000-00-00,,0.0,-1.1096056091415265,2.927287706448774,3.0,LAS,WNBA,0.0,0.0,,,0.0,,,,
desouer01w,F-C,0.0,0.0,77.0,190.0,,,1982-03-03 00:00:00,0000-00-00,,0.0,0.4381461103992483,-0.8124125890349538,8.0,CON,WNBA,0.0,0.0,,,0.0,,,,
desouer01w,F-C,0.0,0.0,77.0,190.0,,,1982-03-03 00:00:00,0000-00-00,,0.0,1.3857926174546815,,9.0,ATL,WNBA,2.0,0.0,,,0.0,,,,
desouer01w,F-C,0.0,0.0,77.0,190.0,,,1982-03-03 00:00:00,0000-00-00,,0.0,1.2742489418398073,0.2263930485994148,10.0,ATL,WNBA,1.0,0.0,,,0.0,,,,
dickeke01w,F,0.0,0.0,71.0,165.0,Texas Tech,,1978-04-20 00:00:00,0000-00-00,,0.0,-0.5959306466351435,,1.0,MIN,WNBA,4.0,0.0,0.0,,0.0,,,,
dickeke01w,F,0.0,0.0,71.0,165.0,Texas Tech,,1978-04-20 00:00:00,0000-00-00,,0.0,-2.0113221928931004,,2.0,UTA,WNBA,0.0,0.0,,,0.0,,,,
dillata01w,G,0.0,0.0,69.0,154.0,Texas,,1981-05-06 00:00:00,0000-00-00,,0.0,-1.1518355973967382,,4.0,SAS,WNBA,0.0,0.0,0.1739130434782608,,0.0,,,,
dillata01w,G,0.0,0.0,69.0,154.0,Texas,,1981-05-06 00:00:00,0000-00-00,,0.0,-1.0755785682452406,,5.0,SAS,WNBA,0.0,0.0,0.2777777777777778,,0.0,,,,
dillata01w,G,0.0,0.0,69.0,154.0,Texas,,1981-05-06 00:00:00,0000-00-00,,0.0,-1.3821555347519725,,6.0,SAS,WNBA,0.0,0.0,0.0,,0.0,,,,
dixonin01w,C,0.0,0.0,75.0,0.0,California,,1972-09-16 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.6317918647547879,0.1219462067779098,1.0,LAS,WNBA,0.0,0.0,0.3529411764705882,0.5,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.2864595033503032,0.2842553753901167,2.0,LAS,WNBA,2.0,0.0,0.1764705882352941,0.4615384615384615,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,-0.0104043203968954,0.6993186921064277,3.0,LAS,WNBA,2.0,1.0,0.3508771929824561,0.5,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.5117894206683918,0.3564713397384412,4.0,LAS,WNBA,0.0,0.0,0.2115384615384615,0.3333333333333333,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.3533335324815919,-0.1824169238726952,5.0,LAS,WNBA,0.0,1.0,0.4545454545454545,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.0054947162438398,-0.416867365474175,6.0,LAS,WNBA,0.0,0.0,0.0,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,-0.5760834865265814,-0.184770581401321,7.0,HOU,WNBA,1.0,0.0,0.1111111111111111,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,0.7034454056353672,,8.0,HOU,WNBA,0.0,0.0,0.2941176470588235,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,-0.0902971537751857,,9.0,HOU,WNBA,1.0,0.0,0.1538461538461538,,0.0,,,,
dixonta01w,G,0.0,0.0,69.0,148.0,Kansas,,1975-12-14 00:00:00,0000-00-00,,0.0,-0.1078543403021693,-0.5409827288788766,10.0,IND,WNBA,0.0,0.0,0.4,0.0,0.0,,,,
doagela01w,G,0.0,0.0,66.0,137.0,Nebraska,,1975-05-15 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
domonna01w,G,0.0,0.0,70.0,132.0,Iowa,,1975-09-28 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
donapbe01w,F-C,0.0,0.0,74.0,195.0,Stanford,,1980-08-27 00:00:00,0000-00-00,,0.0,-1.3137678545192413,,4.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
donapbe01w,F-C,0.0,0.0,74.0,195.0,Stanford,,1980-08-27 00:00:00,0000-00-00,,0.0,-0.1298186330203949,-0.1381877761472628,5.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
doronsh01w,G,0.0,0.0,69.0,145.0,Maryland,,1985-04-01 00:00:00,0000-00-00,,0.0,-0.1976809131210668,-2.3226761699033824,8.0,NYL,WNBA,0.0,0.0,1.0,0.0,0.0,,,,
dossaci01w,C,0.0,0.0,77.0,187.0,,,1975-01-31 00:00:00,0000-00-00,,0.0,-0.0981518184994305,-0.0756986471479156,1.0,ORL,WNBA,2.0,0.0,0.0,,0.0,,,,
dossaci01w,C,0.0,0.0,77.0,187.0,,,1975-01-31 00:00:00,0000-00-00,,0.0,-0.8845036462891738,,2.0,ORL,WNBA,0.0,0.0,,,0.0,,,,
dossaci01w,C,0.0,0.0,77.0,187.0,,,1975-01-31 00:00:00,0000-00-00,,0.0,0.1537791573673006,,3.0,ORL,WNBA,0.0,0.0,0.0,,0.0,,,,
douglka01w,G-F,0.0,0.0,72.0,167.0,Purdue,,1979-05-07 00:00:00,0000-00-00,All-Star Game Most Valuable Player,7.0,0.3355747496540292,,2.0,ORL,WNBA,0.0,0.0,0.3157894736842105,,0.0,,,,
douglka01w,G-F,0.0,0.0,72.0,167.0,Purdue,,1979-05-07 00:00:00,0000-00-00,All-Star Game Most Valuable Player,7.0,0.7402355225719779,,3.0,ORL,WNBA,1.0,0.0,0.3670886075949367,,0.0,,,,
