"bioID";"pos";"college";"collegeOther";"birthDate";"deathDate";"bmi"
"hicksje01w";"F-C";"Maryland";;1971-12-02 00:00:00;"0000-00-00";22.88157894736842
"hightal01w";"G";"Louisiana State";;1988-04-06 00:00:00;"0000-00-00";19.942244897959185
"hillec01w";"G";"Northern Illinois";;1971-04-06 00:00:00;"0000-00-00";27.092670973490755
"hledeko01w";"G";"Duquesne";;1975-03-29 00:00:00;"0000-00-00";22.148708254568366
"hodgeda01w";"G-F";"St. Joseph's";;1968-01-21 00:00:00;"0000-00-00";22.426346406455245
"hodgedo01w";"G";"Louisiana State";;1982-07-19 00:00:00;"0000-00-00";23.625288804872927
"hodgero01w";"G";"Florida State";;1982-07-19 00:00:00;"0000-00-00";23.01031541360841
"hoffmeb01w";"F";"USC";;1982-08-27 00:00:00;"0000-00-00";27.60135135135135
"holdsch01w";"F";"Tennessee";;1977-08-09 00:00:00;"0000-00-00";22.08108108108108
"hollake01w";"G";"Georgia";;1974-11-05 00:00:00;"0000-00-00";19.612240484429066
"holliqu01w";"C";"Virginia Commonwealth";;1988-11-15 00:00:00;"0000-00-00";23.832518131219427
"holmejo01w";"F";"Purdue";;1969-03-31 00:00:00;"0000-00-00";21.520408163265305
"holmese01w";"G-F";"UNLV";;1986-06-13 00:00:00;"0000-00-00";20.447551135297427
"holtam01w";"F";"Middle Tennessee State";;1985-06-07 00:00:00;"0000-00-00";22.782407407407405
"hopeky01w";"C";"Miami (FL)";;1977-11-23 00:00:00;"0000-00-00";21.18243243243243
"hopsosu01w";"F-C";"Mars Hill";;1974-06-21 00:00:00;"0000-00-00";22.466216216216218
"hornbal01w";"G";"Tennessee";;1985-10-16 00:00:00;"0000-00-00";21.61575084308669
"houstch01w";"F";"Connecticut";;1986-04-10 00:00:00;"0000-00-00";25.630208333333336
"houtsas01w";"G";"Georgia";;1987-12-31 00:00:00;"0000-00-00";22.594123048668507
"howarje01w";"G";"North Carolina State";;1975-01-21 00:00:00;"0000-00-00";20.980257116620752
"howarme01w";"G";"SW Missouri State";;1972-04-02 00:00:00;"0000-00-00";21.41041797941609
"hudsopa01w";"F";"Northwestern State";;1968-09-19 00:00:00;"0000-00-00";19.384447530251933
"humphta01w";"C";"Georgia";;1985-12-29 00:00:00;"0000-00-00";23.745777777777775
"irvinsa01w";"F";"Texas Christian";;1982-02-23 00:00:00;"0000-00-00";23.120888888888892
"ivanyda01w";"G";"Florida International";;1976-03-18 00:00:00;"0000-00-00";19.368367346938776
"iveyni01w";"G";"Notre Dame";;1977-09-24 00:00:00;"0000-00-00";23.334150144798397
"jacksan01w";"C";"Texas";;1976-03-30 00:00:00;"0000-00-00";24.950657894736842
"jacksde01w";"F";"Alabama-Birmingham";;1979-12-15 00:00:00;"0000-00-00";19.89864864864865
"jacksgw01w";"F";"Tennessee";;1980-10-23 00:00:00;"0000-00-00";22.745955555555554
"jacksla01w";"F-C";;;1981-05-11 00:00:00;"0000-00-00";22.172541743970317
"jacksta01w";"F-C";"Florida";;1962-12-03 00:00:00;"0000-00-00";22.371022222222223
"jacksta02w";"G";"Louisiana Tech";;1978-04-22 00:00:00;"0000-00-00";19.04361799816345
"jacksti01w";"F";"Iowa";;1972-04-21 00:00:00;"0000-00-00";20.639555643721483
"jacksti02w";"F";"Texas";;1985-04-26 00:00:00;"0000-00-00";23.120888888888892
"jacobam01w";"G";"Boston College";;1982-06-29 00:00:00;"0000-00-00";23.108996539792386
"jacobje01w";"G";"Purdue";;1973-02-20 00:00:00;"0000-00-00";19.764273356401386
"jamesta01w";"F";"Miami (FL)";;1984-06-13 00:00:00;"0000-00-00";23.329972694812014
"januabr01w";"G";"Arizona State";;1987-01-11 00:00:00;"0000-00-00";21.892733564013838
"jekaban01w";"G";;;1983-08-12 00:00:00;"0000-00-00";26.578449905482042
"joensca01w";"G-F";"George Washington";;1981-02-12 00:00:00;"0000-00-00";23.01031541360841
"johnsad01w";"G";"Ohio State";;1974-02-05 00:00:00;"0000-00-00";22.094285714285714
"johnsch01w";"C";"Wisconsin-Green Bay";;1981-03-19 00:00:00;"0000-00-00";23.120888888888892
"johnsda01w";"C";"Tennessee";;1973-02-19 00:00:00;"0000-00-00";25.29054054054054
"johnsgl01w";"F";"Tennessee";;1990-07-27 00:00:00;"0000-00-00";21.246222222222222
"johnsja01w";"F";"Kansas";;1979-03-16 00:00:00;"0000-00-00";27.25752314814815
"johnsla01w";"F";"Memphis";;1975-08-17 00:00:00;"0000-00-00";19.787952711578157
"johnsle01w";"F";"Western Kentucky";;1975-01-12 00:00:00;"0000-00-00";28.243243243243246
"johnsni01w";"G";"Alabama";;1973-02-07 00:00:00;"0000-00-00";21.558076034446543
"johnspo01w";"C";"Michigan";;1975-11-06 00:00:00;"0000-00-00";20.621333333333332
"johnssh01w";"G";"South Carolina";;1974-08-18 00:00:00;"0000-00-00";23.803965248384937
"johnste01w";"G";"Louisiana State";;1982-09-06 00:00:00;"0000-00-00";23.380196523053666
"johnsti01w";"C";"Tennessee";;1975-12-27 00:00:00;"0000-00-00";29.210526315789473
"johnsvi01w";"G-F";"Louisiana Tech";;1972-04-15 00:00:00;"0000-00-00";22.148708254568366
"jollyke01w";"G";"Tennessee";;1977-05-03 00:00:00;"0000-00-00";21.853392144507456
"jonesas01w";"F";"Connecticut";;1980-08-01 00:00:00;"0000-00-00";25.16216216216216
"jonesch01w";"G-F";"Houston";;1982-03-25 00:00:00;"0000-00-00";22.148708254568366
"jonesja01w";"G";"UNC Charlotte";;1978-09-13 00:00:00;"0000-00-00";23.329972694812014
"jonesla01w";"G";"Ohio State";;1977-07-24 00:00:00;"0000-00-00";23.74554325389379
"jonesma01w";"G";"North Carolina";;1975-10-12 00:00:00;"0000-00-00";21.520408163265305
"jonesme01w";"G";"Florida";;1973-07-21 00:00:00;"0000-00-00";21.705734089477
"jordapa01w";"C";"UNLV";;1968-04-27 00:00:00;"0000-00-00";25.620444444444445
"joyneja01w";"F";"UCLA";;1962-03-03 00:00:00;"0000-00-00";22.094285714285714
"kaplaan01w";"C";"Stanford";;1973-04-22 00:00:00;"0000-00-00";21.34255355034576
"kausaan01w";"F";"Emporia State";;1970-11-30 00:00:00;"0000-00-00";21.019483024691358
"kellycr01w";"F";"Western Kentucky";;1986-09-15 00:00:00;"0000-00-00";24.39189189189189
"kingbsu01w";"G";"Stanford";;1981-07-27 00:00:00;"0000-00-00";21.14167966139452
"kingija01w";"G";;;1976-01-20 00:00:00;"0000-00-00";22.80493079584775
"kizerly01w";"F-C";"Maryland";;1990-04-04 00:00:00;"0000-00-00";26.167763157894736
"klimezu01w";"F";"Vanderbilt";;1979-01-21 00:00:00;"0000-00-00";23.236486486486488
"kobryew01w";"F-C";;;1982-05-07 00:00:00;"0000-00-00";26.245333333333335
"koehnla01w";"G";"Kansas State";;1982-05-13 00:00:00;"0000-00-00";22.044766435986162
"korstil01w";"G";;;1980-05-30 00:00:00;"0000-00-00";22.955102040816328
"kossgr01w";"F";"Montana";;1974-06-12 00:00:00;"0000-00-00";19.128354287858883
"kostaan01w";"G";;;1978-03-26 00:00:00;"0000-00-00";21.454889730452216
"kostita01w";"F";"Oregon State";;1972-11-10 00:00:00;"0000-00-00";21.502908613248263
"kraayca01w";"F";"Oregon";;1981-09-30 00:00:00;"0000-00-00";21.907894736842106
"kubikni01w";"G";"Nebraska";;1978-03-01 00:00:00;"0000-00-00";21.41041797941609
"kukloan01w";"G";;;1971-07-16 00:00:00;"0000-00-00";20.341435185185187
"laceyal01w";"G";"Iowa State";;1987-12-26 00:00:00;"0000-00-00";21.561921296296298
"lacyje01w";"F";"Pepperdine";;1983-03-21 00:00:00;"0000-00-00";21.87111111111111
"lacyna01w";"G";"UTEP (sr)";"Texas Christian (fr-jr)";1985-07-08 00:00:00;"0000-00-00";23.672448979591838
"lacyve01w";"C";"Louisiana Tech";;1967-02-09 00:00:00;"0000-00-00";28.48026315789474
"lambesh01w";"G";"Baylor";"Grayson County (JC)";1980-07-21 00:00:00;"0000-00-00";19.575629316106035
"lambmo01w";"C";"USC";;1964-10-11 00:00:00;"0000-00-00";24.425366840951256
"langeme01w";"F-C";"UNLV";;1969-04-28 00:00:00;"0000-00-00";23.687541091387246
"langhcr01w";"F-C";"Maryland";;1986-10-27 00:00:00;"0000-00-00";23.62162162162162
"langja01w";"F";"Colorado";;1972-06-23 00:00:00;"0000-00-00";25.087770061728396
"larakr01w";"G";;;1969-09-30 00:00:00;"0000-00-00";19.764273356401386
"larkier01w";"F";"North Carolina";;1986-04-02 00:00:00;"0000-00-00";27.70313379620942
"lassiam01w";"F";"Missouri";;1979-06-09 00:00:00;"0000-00-00";21.1071495590167
"lattaiv01w";"G";"North Carolina";;1984-09-24 00:00:00;"0000-00-00";23.07828282828283
"lavenja01w";"C";"Ohio State";;1988-11-12 00:00:00;"0000-00-00";22.51644736842105
"lawsoed01w";"G";;;1979-05-14 00:00:00;"0000-00-00";20.980257116620752
"lawsoka01w";"G";"Tennessee";;1981-02-14 00:00:00;"0000-00-00";24.363579080025207
"lazicka01w";"F-C";;;1980-05-25 00:00:00;"0000-00-00";21.09
"lehnish01w";"G";"Kansas State";;1986-10-27 00:00:00;"0000-00-00";21.705734089477
"lennobe01w";"G";"Louisiana Tech";;1976-12-04 00:00:00;"0000-00-00";21.74070069204152
"leslili01w";"C";"USC";;1972-07-07 00:00:00;"0000-00-00";20.156856130882105
"leuchye01w";"C";"West Virginia";;1983-04-30 00:00:00;"0000-00-00";23.12109967954124
"levanni01w";"G";"Xavier";;1979-05-17 00:00:00;"0000-00-00";24.781358131487888
"levesni01w";"G";"Wake Forest";;1972-04-11 00:00:00;"0000-00-00";20.369110607205844
"lewista01w";"F-C";"Louisiana Tech";;1979-07-10 00:00:00;"0000-00-00";27.216216216216218
"lewisty01w";"G";"North Carolina State";;1979-05-08 00:00:00;"0000-00-00";21.80734693877551
"liebena01w";"G";"Old Dominion";;1958-07-01 00:00:00;"0000-00-00";21.520408163265305
"lilleta01w";"G";"Oregon";;1988-02-29 00:00:00;"0000-00-00";20.980257116620752
"littlca01w";"F";"North Carolina";;1985-01-18 00:00:00;"0000-00-00";23.10810810810811
"lloydan01w";"F";"Texas";;1965-02-09 00:00:00;"0000-00-00";22.466216216216218
"lobore01w";"F";"Connecticut";;1973-10-06 00:00:00;"0000-00-00";23.125
"lovelst01w";"F";"Purdue";;1974-12-05 00:00:00;"0000-00-00";20.69078947368421
"luckepa01w";"F";"Houston";;1975-05-14 00:00:00;"0000-00-00";21.76674798273597
"luzhe01w";"G";;;1972-11-23 00:00:00;"0000-00-00";21.892733564013838
"lyttlsa01w";"F";"Houston";;1983-09-20 00:00:00;"0000-00-00";21.299342105263158
"mabikmw01w";"G-F";;;1976-07-27 00:00:00;"0000-00-00";23.01031541360841
"macchla01w";"F";;;1979-05-24 00:00:00;"0000-00-00";22.29442672171139
"machacl01w";"C-F";"Old Dominion";;1976-10-04 00:00:00;"0000-00-00";21.34255355034576
"mahonme01w";"F";"Kansas State";;1983-02-13 00:00:00;"0000-00-00";21.697530864197528
"mahonsh01w";"F";"Western Kentucky";;1977-07-03 00:00:00;"0000-00-00";21.664473684210527
"maigaha01w";"G-F";"Old Dominion";;1978-04-25 00:00:00;"0000-00-00";21.1071495590167
"malcona01w";"F";"Providence";;1975-11-27 00:00:00;"0000-00-00";22.426346406455245
"malloam01w";"G";"St. Joseph's";;1970-04-21 00:00:00;"0000-00-00";25.4013671875
"malloso01w";"C";"Georgia Tech";;1981-09-02 00:00:00;"0000-00-00";24.89964580873672
"maltsev01w";"G";;;1978-12-20 00:00:00;"0000-00-00";23.01031541360841
"mannish01w";"F-C";"North Carolina State";;1969-03-20 00:00:00;"0000-00-00";23.245866666666668
"mannkr01w";"F";"UC Santa Barbara";;1983-08-10 00:00:00;"0000-00-00";24.405141677613063
"mapprh01w";"C";"North Carolina State";;1969-10-13 00:00:00;"0000-00-00";24.39189189189189
"marcimi01w";"G";"Tennessee";;1973-10-29 00:00:00;"0000-00-00";22.094285714285714
"margiga01w";"F";"Drexel";;1987-02-12 00:00:00;"0000-00-00";21.63482829799212
"martima01w";"F";"UCLA";;1978-04-17 00:00:00;"0000-00-00";20.93421052631579
"martinu01w";"G";;;1984-02-29 00:00:00;"0000-00-00";24.658895190086113
"mascira01w";"F";;;1980-09-30 00:00:00;"0000-00-00";22.918016975308642
"maslemi01w";"F";"Penn State";;1974-10-10 00:00:00;"0000-00-00";21.824324324324323
"matteca01w";"G";"Ohio State";;1982-08-22 00:00:00;"0000-00-00";24.658895190086113
"matteka01w";"C";"Liberty";;1982-11-17 00:00:00;"0000-00-00";26.3625
"maxwean01w";"F";"New Mexico State";;1974-04-07 00:00:00;"0000-00-00";25.938901011704026
"maxwemo01w";"F";"Louisiana Tech";;1976-12-21 00:00:00;"0000-00-00";23.920604914933836
"mazzake01w";"G";"Penn State";;1982-02-02 00:00:00;"0000-00-00";21.019483024691358
"mccaibr01w";"G";"Florida";;1979-09-21 00:00:00;"0000-00-00";23.911564625850342
"mccaiti01w";"G-F";"Kentucky";;1976-10-06 00:00:00;"0000-00-00";23.95938775510204
"mccanra01w";"F";"North Carolina";;1986-11-17 00:00:00;"0000-00-00";21.239069243760557
"mccarja01w";"C";"Minnesota";;1982-11-03 00:00:00;"0000-00-00";26.31756756756757
"mccarjo01w";"G";"Illinois-Chicago";;1974-10-26 00:00:00;"0000-00-00";20.35865448875028
"mccarst01w";"G-F";"Purdue";;1977-06-20 00:00:00;"0000-00-00";22.886998529720646
"mcclaka01w";"F-C";"Georgia";;1965-09-19 00:00:00;"0000-00-00";23.10810810810811
"mcconsu01w";"G";"Penn State";;1966-07-29 00:00:00;"0000-00-00";20.798816568047336
"mccouan01w";"F";"Louisville";;1986-09-10 00:00:00;"0000-00-00";21.1071495590167
"mccrada01w";"G-F";"Kansas";;1987-10-08 00:00:00;"0000-00-00";23.70759769886927
"mccrani01w";"G";"Tennessee";;1971-12-11 00:00:00;"0000-00-00";22.034120214243206
"mccrini01w";"G";"USC";;1972-03-22 00:00:00;"0000-00-00";19.00410899653979
"mcculda01w";"F-C";"Western Kentucky";;1975-01-18 00:00:00;"0000-00-00";22.496000000000002
"mcgeepa01w";"C-F";"USC";;1962-12-01 00:00:00;"0000-00-00";24.995555555555555
"mcgheca01w";"F-C";"Tennessee";;1968-03-06 00:00:00;"0000-00-00";23.613623569149933
"mckivte01w";"C-F";"Tulane";;1980-10-05 00:00:00;"0000-00-00";27.49511111111111
"mcwilta01w";"F-C";"St. Edwards";;1970-10-20 00:00:00;"0000-00-00";24.135135135135133
"melvich01w";"C-F";"North Carolina State";;1976-05-03 00:00:00;"0000-00-00";23.120888888888892
"mendigi01w";"G";"Washington";;1982-01-09 00:00:00;"0000-00-00";24.26542352707796
"miaomi01w";"G";;;1981-06-03 00:00:00;"0000-00-00";21.336837928982344
"milleco01w";"G";"Georgia";;1978-09-06 00:00:00;"0000-00-00";20.67212770426381
"milleke01w";"G";"Georgia";;1978-09-06 00:00:00;"0000-00-00";20.085714285714285
"millsta01w";"C";"Alabama";;1976-02-29 00:00:00;"0000-00-00";28.994844444444446
"miltode01w";"F";"Florida";;1974-09-11 00:00:00;"0000-00-00";24.405141677613063
"mitchle01w";"G";"Utah";;1985-06-15 00:00:00;"0000-00-00";21.630769230769232
"mizrali01w";"G";"Maryland";;1970-06-24 00:00:00;"0000-00-00";20.35865448875028
"moeggli01w";"F";"Michigan State";;1984-05-25 00:00:00;"0000-00-00";25.724338525051607
"moisead01w";"G";;;1978-12-06 00:00:00;"0000-00-00";22.594123048668507
"monroja01w";"C";"Florida State";;1988-09-04 00:00:00;"0000-00-00";19.20829819531118
"montaan01w";"F";"George Washington";;1980-10-24 00:00:00;"0000-00-00";25.064740101332333
"montgal01w";"G-F";"Georgia Tech";;1988-11-12 00:00:00;"0000-00-00";24.405141677613063
"montgre01w";"G";"Connecticut";;1986-12-02 00:00:00;"0000-00-00";21.768099799509915
"mooreja01w";"C";"Long Beach State";;1979-11-06 00:00:00;"0000-00-00";27.307374741977856
"mooreje01w";"F-C";"Connecticut";;1982-07-09 00:00:00;"0000-00-00";21.87111111111111
"moorelo01w";"G";"Tennessee";;1983-03-21 00:00:00;"0000-00-00";24.363579080025207
"moorema01w";"F";"Connecticut";;1989-06-11 00:00:00;"0000-00-00";23.731674382716047
"moorena01w";"G";"Alabama";;1984-11-04 00:00:00;"0000-00-00";20.803061224489795
"moorepe01w";"F";"Long Beach State";;1969-01-25 00:00:00;"0000-00-00";18.307291666666668
"mooreta01w";"G-F";"Wisconsin";;1980-04-11 00:00:00;"0000-00-00";23.289228327712756
"mooreyo01w";"F";"Mississippi";;1974-07-01 00:00:00;"0000-00-00";23.596064814814817
"moosca01w";"F-C";"Stanford";;1978-05-23 00:00:00;"0000-00-00";21.02991452991453
"morehmo01w";"F-C";"Auburn";;1974-01-18 00:00:00;"0000-00-00";21.87111111111111
"morrije01w";"G";"San Diego State";;1987-07-21 00:00:00;"0000-00-00";21.558076034446543
"morrila01w";"F";"Auburn";;1974-05-26 00:00:00;"0000-00-00";21.1071495590167
"mosbybe01w";"F";"Baylor";"Florida";1984-02-14 00:00:00;"0000-00-00";22.690185775942954
"mosleju01w";"F";"Hawai'i";;1968-03-17 00:00:00;"0000-00-00";22.426346406455245
"moweje01w";"C";"Oregon";;1978-02-25 00:00:00;"0000-00-00";27.98245909934222
"mulitna01w";"C";"Stanford";;1976-03-06 00:00:00;"0000-00-00";25.8704
"murphsh01w";"G";"USC";;1985-04-15 00:00:00;"0000-00-00";22.87085895655624
"nagyan01w";"G";"Florida International";;1971-11-16 00:00:00;"0000-00-00";23.0209400757407
"nanch01w";"C";;;1983-01-06 00:00:00;"0000-00-00";23.571992110453646
"ndiayas01w";"F-C";"Southern Nazarene";;1973-11-05 00:00:00;"0000-00-00";22.745955555555554
"ndongem01w";"C";;;1983-04-25 00:00:00;"0000-00-00";21.824324324324323
"nemcoev01w";"F";;;1972-12-03 00:00:00;"0000-00-00";22.85135135135135
"neroja01w";"F";"Alabama-Birmingham";;1968-11-08 00:00:00;"0000-00-00";25.102162269390995
"nevescl01w";"G";;;1975-02-17 00:00:00;"0000-00-00";20.676470588235293
"newtoch01w";"G";"Rutgers";;1983-02-17 00:00:00;"0000-00-00";21.476294386034517
"ngarsch01w";"C";"Missouri";;1983-06-23 00:00:00;"0000-00-00";20.996266666666667
"ngoyibe01w";"C";;;1982-08-26 00:00:00;"0000-00-00";23.733552631578945
"nichoti01w";"G";"Penn State";;1973-09-27 00:00:00;"0000-00-00";25.85991433610481
"nieuwma01w";"C";"Valparaiso";;1980-04-12 00:00:00;"0000-00-00";21.34255355034576
"nikolmi01w";"F";;;1971-07-04 00:00:00;"0000-00-00";23.120888888888892
"nnamach01w";"G";"Georgia Tech";;1985-06-15 00:00:00;"0000-00-00";21.15509259259259
"nolande01w";"G-F";"Georgia";;1979-08-25 00:00:00;"0000-00-00";21.705734089477
"novosna01w";"G";"Notre Dame";;0002-11-30 00:00:00;"0000-00-00";23.01031541360841
"nygaava01w";"F";"Stanford";;1975-03-13 00:00:00;"0000-00-00";21.898667667479828
"ogayu01w";"G";;;1982-10-17 00:00:00;"0000-00-00";22.594123048668507
"oheaje01w";"G-F";"Australian Institute of Sport";;1987-06-06 00:00:00;"0000-00-00";22.954025145430663
"ohldeni01w";"F-C";"Kansas State";;1982-03-13 00:00:00;"0000-00-00";22.52825096980941
"olajuab01w";"C";"Oklahoma";;1988-07-06 00:00:00;"0000-00-00";28.723684210526315
"oneilkr01w";"G-F";"Washington";;1983-04-12 00:00:00;"0000-00-00";20.843310189528992
"orrki01w";"G";"Duke";;1975-09-16 00:00:00;"0000-00-00";22.755509641873278
"osipoir01w";"C";;;1981-06-25 00:00:00;"0000-00-00";22.52825096980941
"owenhe01w";"F";"Stanford";;1976-05-06 00:00:00;"0000-00-00";25.13678529262945
"owenssh01w";"C";"Kentucky";;1978-05-16 00:00:00;"0000-00-00";22.466216216216218
"pageda01w";"F";"Nebraska";;1986-11-14 00:00:00;"0000-00-00";22.97972972972973
"pagemu01w";"F";"Florida";;1975-09-18 00:00:00;"0000-00-00";20.54054054054054
"paigeyo01w";"G";"West Virginia";;1983-09-18 00:00:00;"0000-00-00";23.72382920110193
"paliesa01w";"G";;;1981-07-23 00:00:00;"0000-00-00";24.900200490086878
"palmewe01w";"F";"Virginia";;1974-08-12 00:00:00;"0000-00-00";21.18243243243243
"parisco01w";"C";"Oklahoma";;1987-09-21 00:00:00;"0000-00-00";30.42763157894737
"parkeca01w";"F";"Tennessee";;1986-04-19 00:00:00;"0000-00-00";21.299342105263158
"pascafl01w";"C";;;1982-01-19 00:00:00;"0000-00-00";22.759868421052634
"paschti01w";"F";"Florida State";;1969-03-22 00:00:00;"0000-00-00";21.76674798273597
"pavlimi01w";"F-C";"Denver";;1977-11-27 00:00:00;"0000-00-00";21.87111111111111
"payeka01w";"G";"Stanford";;1974-03-06 00:00:00;"0000-00-00";22.80493079584775
"pederka01w";"F";"Stanford";;1989-04-04 00:00:00;"0000-00-00";23.125
"penicti01w";"G";"Old Dominion";;1974-09-18 00:00:00;"0000-00-00";20.221186272564967
"pennjo01w";"F";"South Carolina";;1979-09-10 00:00:00;"0000-00-00";21.697530864197528
"perazja01w";"G-F";"Maryland";;1960-12-06 00:00:00;"0000-00-00";23.053626543209877
"perkiji01w";"G";"Texas Tech";;1982-02-23 00:00:00;"0000-00-00";23.565095155709344
"perpeer01w";"F-G";"The Master's College";;1979-06-05 00:00:00;"0000-00-00";22.620977777777778
"perroki01w";"G";"SW Louisiana";;1967-01-18 00:00:00;"1999-08-19";21.630769230769232
"peterde01w";"F";"Notre Dame";;1989-10-08 00:00:00;"0000-00-00";21.824324324324323
"pettibr01w";"G";"Florida";;1971-01-01 00:00:00;"0000-00-00";22.148708254568366
"philler01w";"G";;;1985-05-19 00:00:00;"0000-00-00";25.370015593673426
"phillpo01w";"F";"Georgia";;1988-01-13 00:00:00;"0000-00-00";22.20945945945946
"phillta01w";"F-C";"Central Florida";;1969-03-06 00:00:00;"0000-00-00";25.675675675675674
"phillta02w";"C";"Xavier";;1989-01-24 00:00:00;"0000-00-00";22.87869822485207
"pierspl01w";"F-C";"Texas Tech";;1981-08-30 00:00:00;"0000-00-00";23.236486486486488
"pohleje01w";"G";"Stanford";;1989-05-02 00:00:00;"0000-00-00";24.274112654320987
"pollica01w";"F";"Texas";;1966-03-16 00:00:00;"0000-00-00";19.56400742115028
"pondeca01w";"G";"Rutgers";;1983-01-07 00:00:00;"0000-00-00";23.625288804872927
"potthan01w";"F";"Penn State";;1974-06-12 00:00:00;"0000-00-00";25.196659786076186
"powelel01w";"G";"Louisiana State";;1975-08-09 00:00:00;"0000-00-00";22.80493079584775
"powelni01w";"F";"Stanford";;1982-06-22 00:00:00;"0000-00-00";22.466216216216218
"prahasa01w";"G";"Ohio State";;1990-01-23 00:00:00;"0000-00-00";20.20204945422143
"pricear01w";"G-F";"Mississippi";;1985-04-03 00:00:00;"0000-00-00";19.63852131905062
"pricefr01w";"G";"Iowa";;1968-04-28 00:00:00;"0000-00-00";26.28313379542113
"priceka01w";"G";"Stephen F. Austin";;1975-12-03 00:00:00;"1999-01-18";21.233469387755104
"pridely01w";"F-G";"Kansas";;1978-10-16 00:00:00;"0000-00-00";23.10810810810811
"princep01w";"G";"Rutgers";;1988-01-11 00:00:00;"0000-00-00";24.658895190086113
"pringla01w";"F-C";"North Carolina";;1986-09-11 00:00:00;"0000-00-00";20.246399999999998
"queenbr01w";"F";"Boston College";;1984-04-10 00:00:00;"0000-00-00";23.75
"quiglal01w";"G";"DePaul";;1986-06-20 00:00:00;"0000-00-00";20.085714285714285
"quinnno01w";"G";"UCLA";;1985-01-03 00:00:00;"0000-00-00";23.731674382716047
"quinnte01w";"F";"Seton Hall";;1974-09-07 00:00:00;"0000-00-00";20.082236842105264
"radunha01w";"C";;;1978-01-10 00:00:00;"0000-00-00";23.370844444444444
"raglafe01w";"G";"Oregon State";;1980-02-03 00:00:00;"0000-00-00";20.828469592336823
"randase01w";"G";"Tennessee";;1979-02-07 00:00:00;"0000-00-00";24.21592102499475
"rasmukr01w";"F";"Michigan State";;1978-11-01 00:00:00;"0000-00-00";21.17763157894737
"ravenbr01w";"G";"Texas";;1988-08-01 00:00:00;"0000-00-00";21.96875
"raymost01w";"G";"Northern Illinois";;1985-01-15 00:00:00;"0000-00-00";23.12828402366864
"raymota01w";"F";"Connecticut";;1980-04-12 00:00:00;"0000-00-00";25.033783783783786
"reddja01w";"F";"Washington";;1977-11-05 00:00:00;"0000-00-00";21.63482829799212
"reedbr01w";"F";"Southern Mississippi";;1977-02-17 00:00:00;"0000-00-00";22.16250703696754
"reedch01w";"F";"Arkansas-Little Rock";;1989-03-28 00:00:00;"0000-00-00";21.76674798273597
"reedmi01w";"G";"Western Kentucky";;1973-05-24 00:00:00;"0000-00-00";23.01031541360841
"reidtr01w";"F";"North Carolina";;1976-11-01 00:00:00;"0000-00-00";20.91846855782583
"reissta01w";"G";"Virginia";;1970-04-02 00:00:00;"0000-00-00";20.818870523415978
"resska01w";"F";"Boston College";;1985-06-26 00:00:00;"0000-00-00";23.611842105263158
"reynoch01w";"F";"Houston";;1972-02-08 00:00:00;"0000-00-00";23.10810810810811
"rileyan01w";"G";"Oklahoma State";;1988-07-22 00:00:00;"0000-00-00";22.6291124260355
"rileyru01w";"C";"Notre Dame";;1979-08-28 00:00:00;"0000-00-00";23.476808905380334
"rizzoje01w";"G";"Connecticut";;1974-05-15 00:00:00;"0000-00-00";23.562442607897157
"roberav01w";"G";"Ohio State";;1970-01-29 00:00:00;"0000-00-00";21.41041797941609
"roberny01w";"C";"Old Dominion";;1976-03-10 00:00:00;"0000-00-00";26.120355555555555
"robinas01w";"C";"Tennessee";;1982-08-12 00:00:00;"0000-00-00";21.907894736842106
"robincr01w";"F-G";"SE Oklahoma State";;1974-01-22 00:00:00;"0000-00-00";21.61575084308669
"robinda01w";"G";"Oklahoma";;1989-05-10 00:00:00;"0000-00-00";18.457256878806973
"robinre01w";"G";"Virginia";;1978-06-15 00:00:00;"0000-00-00";23.149771870660583
"robinsc01w";"G";"Louisiana State";;1983-01-09 00:00:00;"0000-00-00";21.61575084308669
"rolanja01w";"G-F";"Purdue";;1975-02-03 00:00:00;"0000-00-00";22.030587352223684
"rossad01w";"G";"Texas Christian";;1984-11-23 00:00:00;"0000-00-00";21.588667820069205
"rouilni01w";"G";"Loyola Marymount";;1970-01-23 00:00:00;"0000-00-00";20.35865448875028
"roundsa01w";"G";"Georgia";;1976-10-04 00:00:00;"0000-00-00";22.707730006683004
"ruffje01w";"G-F";"Washington State";;1974-09-12 00:00:00;"0000-00-00";19.523903987304106
"rushle01w";"F";"Oklahoma";;1984-10-25 00:00:00;"0000-00-00";23.08594483017452
"ryankr01w";"F";"Sacramento State";;1972-11-19 00:00:00;"0000-00-00";20.91846855782583
"rycraeu01w";"C";"Cal State Fullerton";;1968-12-06 00:00:00;"0000-00-00";21.87111111111111
"salesny01w";"G-F";"Connecticut";;1976-05-10 00:00:00;"0000-00-00";24.952160493827158
"sampsch01w";"G";"Kansas";;1974-09-01 00:00:00;"0000-00-00";24.404879984130133
"samsh01w";"F-G";"Vanderbilt";;1974-05-05 00:00:00;"0000-00-00";21.697530864197528
"sanchis01w";"G";;;1976-11-28 00:00:00;"0000-00-00";21.80734693877551
"sandeam01w";"G";"Hawai'i";;1983-06-05 00:00:00;"0000-00-00";21.755207300138864
"sandish01w";"G";;;1969-01-22 00:00:00;"0000-00-00";19.663387345679013
"sanfona01w";"F-C";"Kansas";;1976-05-10 00:00:00;"0000-00-00";24.342105263157897
